NAME,neighbourhood_group,lat,long,cancellation_policy,room type,price,service fee,number of reviews,review rate number
Large Private Room Perfect for 3-4 people!,Brooklyn,40.73322,-73.95177,strict,Private room,628.0,126.0,8,5.0
Large 1 Bedroom apartment in 1897 landmarked house,Brooklyn,40.67594,-73.94839,strict,Entire home/apt,520.0,104.0,98,5.0
"Sunny, Private Bedroom in ♥ of Downtown (SOHO/LES)",Manhattan,40.72233,-73.99334,flexible,Private room,813.0,163.0,20,2.0
Good 2-bedroom in Bushwick!,Brooklyn,40.70037,-73.92408,moderate,Entire home/apt,475.0,95.0,4,4.0
Luxury Chelsea Palace!,Manhattan,40.74519,-73.99592,flexible,Entire home/apt,144.0,29.0,140,3.0
SALA/CAMA PARA MUJERES VIAJERAS (WOMEN ONLY),Queens,40.73888,-73.86618,flexible,Shared room,998.0,200.0,21,3.0
Giant Studio Loft Apt in NYC,Manhattan,40.73953,-74.00841,flexible,Entire home/apt,815.0,163.0,1,3.0
Cozy music lovers cat house right above the Train,Brooklyn,40.71512,-73.95093,flexible,Private room,507.0,101.0,1,4.0
Cozy Brooklyn studio near Prospect Park,Brooklyn,40.6775,-73.9651,strict,Entire home/apt,622.0,124.0,9,2.0
Hudson Yards 2BR Luxury (VIEWS),Manhattan,40.75329,-74.00192,moderate,Entire home/apt,459.0,92.0,13,5.0
Wow! Close to all of NYC in Lower East Side,Manhattan,40.722,-73.98256,strict,Entire home/apt,892.0,178.0,4,5.0
Comfort room w/Private bath. In room. Mid-Flushing,Queens,40.75954,-73.81981,flexible,Private room,782.0,156.0,50,2.0
✪ Comfortable 3 Bed & 2 BR ✪ Friends & Family ✪,Manhattan,40.71912,-73.9904,flexible,Entire home/apt,291.0,58.0,142,2.0
U W S Sunny Queen size bedroom near Columbia UNI*,Manhattan,40.79877,-73.96313,flexible,Private room,234.0,47.0,16,2.0
Cozy Room Great Price Bushwick Brooklyn (Suite 1),Brooklyn,40.68714,-73.90657,strict,Private room,469.0,94.0,45,3.0
Harlem luxury w/ great amenities!,Manhattan,40.82589,-73.95094,strict,Private room,780.0,156.0,126,5.0
Chic & zen room in a very clean Brooklyn apt,Brooklyn,40.6966,-73.93839,strict,Private room,170.0,34.0,27,4.0
Cozy Lodge Chic in the heart of New York.,Manhattan,40.7699,-73.95692,strict,Entire home/apt,369.0,74.0,44,5.0
Time SQ Dream Suite in Midtown w/ Projector,Manhattan,40.76069,-73.99068,moderate,Entire home/apt,364.0,73.0,163,4.0
Shoreham Hotel - Stylish Room in Midtown Manhattan,Manhattan,40.7618,-73.97579,flexible,Entire home/apt,834.0,167.0,6,2.0
A Brooklyn Launch Pad,Brooklyn,40.70426,-73.94542,moderate,Private room,531.0,106.0,13,3.0
"Hotel 48 Lex, Accessible Queen",Manhattan,40.75198,-73.96978,flexible,Private room,285.0,57.0,12,2.0
Yankee Stadium apartment in Bronx,Bronx,40.83243,-73.92035,moderate,Private room,876.0,175.0,11,5.0
Sonder | Stock Exchange | Intimate 1BR + Kitchen,Manhattan,40.7063,-74.01254,strict,Entire home/apt,812.0,162.0,4,3.0
Sunny Private Sanctuary w High Ceilings,Brooklyn,40.6961,-73.9307,strict,Private room,715.0,143.0,1,5.0
Comfort Zone/spacious condo/3 minutes from subway,Bronx,40.85031,-73.90102,strict,Entire home/apt,833.0,167.0,23,2.0
Large Bedroom Next to Central Park,Manhattan,40.79895,-73.96128,flexible,Private room,181.0,36.0,1,5.0
Private Spacious Home Studio Apartment,Manhattan,40.80521,-73.94723,moderate,Private room,924.0,185.0,5,5.0
"NYC Chelsea Neighborhood, Studio Apartment",Manhattan,40.74011,-73.99829,strict,Entire home/apt,400.0,80.0,45,4.0
Simple private bedroom in house apartment,Brooklyn,40.68244,-73.89489,flexible,Private room,941.0,188.0,51,1.0
Very Large Private Room on quiet st,Bronx,40.84058,-73.91382,strict,Private room,364.0,73.0,291,3.0
[Priv Rooftop] Sunny-Spacious duplex Penthouse,Brooklyn,40.68135,-73.93709,flexible,Entire home/apt,702.0,140.0,1,2.0
In The Middle of It All!,Brooklyn,40.68686,-73.98231,strict,Entire home/apt,129.0,26.0,2,2.0
Light room with view of Manhattan skyline,Brooklyn,40.69094,-73.95144,moderate,Private room,435.0,87.0,5,3.0
"Private Manhattan Studio- clean, safe, convenient!",Manhattan,40.83249,-73.94466,strict,Entire home/apt,55.0,11.0,38,3.0
SkyView Massive 2 bed 2 bath 5174,Manhattan,40.77692,-73.95126,strict,Entire home/apt,445.0,89.0,1,5.0
Two Bedroom Apartment in trendy Park Slope area.,Brooklyn,40.66186,-73.99505,moderate,Entire home/apt,682.0,136.0,59,5.0
Room in a lovely loft with waterfront view,Brooklyn,40.71735,-73.96441,moderate,Private room,293.0,59.0,1,5.0
Rockaway Beach House Surfers' Vacation Getaway NYC,Queens,40.58743,-73.81513,strict,Entire home/apt,850.0,170.0,41,4.0
Cozy and luxurious suite away from home,Bronx,40.8372,-73.84345,strict,Entire home/apt,339.0,68.0,67,4.0
Location Eden,Queens,40.75806,-73.91345,moderate,Private room,114.0,23.0,3,3.0
Union Square/East Village Flat,Manhattan,40.7316,-73.98576,flexible,Entire home/apt,248.0,50.0,3,2.0
Unique Fort Greene Getaway with Private Deck,Brooklyn,40.68481,-73.9694,flexible,Entire home/apt,952.0,190.0,62,2.0
Large Artist Studio - Prime Midtown Location,Manhattan,40.74952,-73.9713,moderate,Entire home/apt,735.0,147.0,11,2.0
★Modern 2BDR WITH BIG PATIO in Upper East!★,Manhattan,40.77655,-73.94787,strict,Entire home/apt,967.0,193.0,49,4.0
Cozy room in E.Williamsburg + Rooftop & Backyard,Brooklyn,40.7074,-73.94063,flexible,Private room,551.0,110.0,59,1.0
Comfortable Home Away,Brooklyn,40.63455,-73.89494,strict,Entire home/apt,626.0,125.0,46,5.0
Prime East Village *Sunny & Spacious* 2BR Flat,Manhattan,40.72513,-73.9839,flexible,Entire home/apt,652.0,130.0,2,4.0
Central Park Panoramic View - World Class Service,Manhattan,40.76816,-73.98119,strict,Entire home/apt,203.0,41.0,1,2.0
Murray Hill / Midtown East Studio,Manhattan,40.74933,-73.9724,strict,Entire home/apt,656.0,131.0,2,1.0
Upper East Side Getaway! Lots of space!,Manhattan,40.77277,-73.94965,strict,Entire home/apt,800.0,160.0,7,3.0
Homey sanctuary in classic limestone garden apt.,Brooklyn,40.68514,-73.92392,moderate,Entire home/apt,334.0,67.0,9,2.0
3br LUXURY Duplex BRAND NEW ~W&D~Elevator Building,Manhattan,40.77164,-73.95682,moderate,Entire home/apt,821.0,164.0,2,5.0
BK's Finest Jack&Jill Twin Room Close to Train/Bus,Brooklyn,40.69697,-73.9299,flexible,Private room,792.0,158.0,176,2.0
15min to Times Square !! Charming Bedroom 03,Queens,40.76514,-73.91212,moderate,Private room,925.0,185.0,16,2.0
Your SUNNYROOM 15mnts to Manhattan!,Queens,40.74431,-73.92024,moderate,Private room,154.0,31.0,105,4.0
"Room in Bushwick, Brooklyn",Brooklyn,40.70104,-73.92278,moderate,Private room,793.0,159.0,4,3.0
Loft Like Basement w/ Back Yard Access  JFK-8mins,Queens,40.6895,-73.75209,flexible,Entire home/apt,115.0,23.0,2,2.0
MAISON DES SIRENES 2,Brooklyn,40.68413,-73.93817,strict,Entire home/apt,201.0,40.0,121,5.0
Spacious Studio + Patio,Manhattan,40.7187,-73.99043,flexible,Entire home/apt,695.0,139.0,26,5.0
"Boerum Hill, Entire Home / Loft",Brooklyn,40.68248,-73.98082,flexible,Entire home/apt,192.0,38.0,15,2.0
Private cosy room Harlem,Manhattan,40.81591,-73.93995,moderate,Private room,893.0,179.0,7,2.0
Sunny Room with Queen Bed in Artsy Bushwick,Brooklyn,40.70468,-73.92568,flexible,Private room,684.0,137.0,4,3.0
"Lower East Side, Bohemian Home, hipster location",Manhattan,40.72036,-73.98458,flexible,Private room,783.0,157.0,27,2.0
Lovely Single Room | 1 block Central Park,Manhattan,40.79954,-73.96146,flexible,Private room,185.0,37.0,1,5.0
Room in cute apartment in South Williamsburg,Brooklyn,40.71168,-73.9657,strict,Private room,937.0,187.0,2,1.0
ROSA 'S Private Entrance,Brooklyn,40.69516,-73.92258,flexible,Private room,640.0,128.0,32,4.0
RARE UES APT W/PRIV STREET ENTRANCE,Manhattan,40.77504,-73.94945,moderate,Entire home/apt,504.0,101.0,95,3.0
Large Open Brooklyn Loft,Brooklyn,40.69137,-73.96,moderate,Entire home/apt,802.0,160.0,6,4.0
"Private Floor, 1BR 1BTH, PR Entry",Manhattan,40.79745,-73.96936,flexible,Entire home/apt,55.0,11.0,16,4.0
Condo Apartment with laundry in unit,Bronx,40.87207,-73.90193,strict,Entire home/apt,55.0,11.0,4,5.0
Lovely Bedroom Suite with Private Entrance,Brooklyn,40.68295,-73.92536,strict,Entire home/apt,106.0,21.0,134,3.0
Sophisticated 4BD+2Bath Luxury Duplex Loft,Manhattan,40.79954,-73.94667,flexible,Entire home/apt,737.0,147.0,20,2.0
"Private Room- Greenpoint, Willamsburg local",Brooklyn,40.72675,-73.9554,moderate,Private room,698.0,140.0,58,4.0
Sleep on a Casper in the heart of Greenpoint,Brooklyn,40.72133,-73.94903,flexible,Entire home/apt,751.0,150.0,7,3.0
Private Bedroom in Wooden House,Brooklyn,40.71384,-73.9474,flexible,Private room,553.0,111.0,219,4.0
Private room with Amazing views of Manhattan.,Brooklyn,40.73477,-73.95541,strict,Private room,525.0,105.0,6,3.0
Stylish Art-Filled Clinton Hill Apartment,Brooklyn,40.68934,-73.9579,strict,Private room,142.0,28.0,8,2.0
"NEW ROMANTIC SEPARATE APARTMENT , Free parking .",Staten Island,40.57641,-74.12931,moderate,Entire home/apt,127.0,25.0,29,3.0
Private apartment in the heart of Williamsburg,Brooklyn,40.71341,-73.95612,flexible,Entire home/apt,201.0,40.0,138,4.0
Traditional NYC Oasis - Near Times Square,Manhattan,40.76384,-73.98822,moderate,Entire home/apt,830.0,166.0,31,5.0
(WOMEN ONLY) Spacious & 10 min from the airport!,Queens,40.76756,-73.91798,moderate,Private room,59.0,12.0,4,2.0
"Large Cozy Room #2, Landmark Home 1 Block to PRATT",Brooklyn,40.68625,-73.96446,strict,Private room,352.0,70.0,15,3.0
1.5 Bedroom in Fantastic Fort Greene!,Brooklyn,40.68586,-73.97269,strict,Entire home/apt,311.0,62.0,12,3.0
SAFE BUDGET IN  Brooklyn  NYC,Brooklyn,40.66874,-73.88548,strict,Private room,740.0,148.0,34,1.0
Beautiful room in Sunset Park,Brooklyn,40.65209,-74.01136,strict,Private room,702.0,140.0,10,2.0
"Bright & Cozy 3BR, Midtown Manhattan,",Manhattan,40.76024,-74.00046,strict,Entire home/apt,291.0,58.0,6,4.0
2 beds PH balcony & rooftop close to Manhattan,Queens,40.73888,-73.87299,strict,Entire home/apt,593.0,119.0,83,3.0
"Sunny Basement Studio Apartment, 1 block to Park",Brooklyn,40.64849,-73.96585,moderate,Entire home/apt,167.0,33.0,9,2.0
Upper East  Beautiful Studio near NYC Hospitals,Manhattan,40.78248,-73.94643,strict,Entire home/apt,51.0,10.0,18,3.0
Large Modern Chelsea Studio,Manhattan,40.7478,-73.99995,strict,Entire home/apt,768.0,154.0,3,3.0
Private Theatre District Bedroom,Manhattan,40.75857,-73.98942,flexible,Private room,149.0,30.0,6,4.0
2 AFFORDABLE & COZY IN SUNSET PARK S,Brooklyn,40.64977,-74.00385,strict,Private room,511.0,102.0,11,2.0
7 mins to Time Sq bedroom in Lux Condo in LIC,Queens,40.74811,-73.94332,strict,Private room,679.0,136.0,2,4.0
"Bedstuy - Entire aparment ""All private """,Brooklyn,40.68463,-73.92304,moderate,Entire home/apt,482.0,96.0,42,2.0
Tranquil East Village 1 Bedroom,Manhattan,40.72984,-73.98588,moderate,Entire home/apt,77.0,15.0,2,3.0
Comfortable King Size Bed-Block away from D Train,Brooklyn,40.64018,-73.99157,strict,Private room,964.0,193.0,1,3.0
New Brooklyn HotSpot,Brooklyn,40.6467,-73.94841,flexible,Entire home/apt,228.0,46.0,35,5.0
Cozy 1 BR APT->CHELSEA!!!,Manhattan,40.74186,-74.00372,flexible,Entire home/apt,198.0,40.0,3,3.0
Renovated Private Room in Ridgewood Coliving Space,Queens,40.70507,-73.90195,strict,Shared room,833.0,167.0,2,1.0
Chic Eclectic Midtown Apartment,Manhattan,40.75494,-73.96437,strict,Private room,884.0,177.0,2,2.0
B's Suite,Brooklyn,40.68256,-73.94326,flexible,Entire home/apt,815.0,163.0,24,3.0
Entire 2BR Bushwick Apartment & Backyard,Queens,40.70625,-73.91486,strict,Entire home/apt,239.0,48.0,10,2.0
Your Best NY location,Manhattan,40.7232,-73.98758,flexible,Private room,798.0,160.0,3,4.0
"Charming Bk Crash Pad, relax & unwind with ease",Brooklyn,40.69058,-73.93236,flexible,Private room,496.0,99.0,13,4.0
Amazing Studio at the Time square area/51B,Manhattan,40.76121,-73.99333,flexible,Entire home/apt,506.0,101.0,1,4.0
Manhattan!  Two Bedrooms Apt. near Subway,Manhattan,40.8221,-73.94467,moderate,Entire home/apt,853.0,171.0,88,5.0
Gorgeous Apartment in Nolita for 4 Guests!!!,Manhattan,40.71932,-73.99522,moderate,Entire home/apt,264.0,53.0,1,3.0
Great room in Brooklyn!,Brooklyn,40.66605,-73.9338,strict,Private room,399.0,80.0,3,5.0
Stunning bedroom in trendy Williamsburg!,Brooklyn,40.71407,-73.93936,strict,Private room,186.0,37.0,2,2.0
"🍎 2 bed 1 bath & backyard, 2 stops to Manhattan.",Queens,40.75882,-73.94195,flexible,Entire home/apt,449.0,90.0,27,2.0
"Family-Friendly, 2br, Tons of Light! Amazing find.",Brooklyn,40.67806,-73.94459,moderate,Entire home/apt,610.0,122.0,2,3.0
Location! Location!,Manhattan,40.82359,-73.94433,strict,Private room,301.0,60.0,4,4.0
✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,Manhattan,40.71813,-73.98416,moderate,Entire home/apt,970.0,194.0,29,2.0
The Height of staten island! Near R.U.M.C,Staten Island,40.64041,-74.08834,strict,Entire home/apt,661.0,132.0,78,2.0
"Cozy shared place in Midtown, close to everything",Manhattan,40.76632,-73.98597,moderate,Shared room,739.0,148.0,8,2.0
Private Sunny Room Queens NY St. John’s University,Queens,40.72038,-73.79861,flexible,Private room,386.0,77.0,4,3.0
Private suite in Carroll Gardens,Brooklyn,40.67674,-73.99642,flexible,Private room,787.0,157.0,204,1.0
Cute and Comfy Bedroom,Brooklyn,40.68719,-73.95298,moderate,Private room,915.0,183.0,2,1.0
Design haven with private backyard & greenhouse,Brooklyn,40.71413,-73.93701,moderate,Entire home/apt,586.0,117.0,2,5.0
Cozy BK RM for 2! 30min > Manhattan,Brooklyn,40.68233,-73.91001,strict,Private room,523.0,105.0,87,2.0
"Charming, quiet and comfortable 1BR",Brooklyn,40.68153,-73.93825,moderate,Entire home/apt,948.0,190.0,140,3.0
3 Bedroom House In Park Slope Brooklyn,Brooklyn,40.6647,-73.98474,moderate,Entire home/apt,700.0,140.0,4,5.0
"Bright, Light & Airy 1 Bedroom in Kips Bay",Manhattan,40.741,-73.98056,moderate,Entire home/apt,206.0,41.0,1,3.0
"BedStuy Spacious & Modern, 2nd floor Apt w/ Roof",Brooklyn,40.68695,-73.91937,strict,Entire home/apt,734.0,147.0,2,5.0
Cozy and spacious studying bedroom,Queens,40.74624,-73.87376,moderate,Private room,690.0,138.0,105,1.0
Luxurious SOHO 2 Bedroom,Manhattan,40.71957,-73.99573,flexible,Entire home/apt,970.0,194.0,3,1.0
"M&C Garden, located in the heart of Astoria Ny",Queens,40.76649,-73.92356,strict,Entire home/apt,925.0,185.0,3,3.0
The Solstice - A One Bedroom Apartment,Manhattan,40.74226,-74.00602,strict,Entire home/apt,377.0,75.0,11,5.0
Private NYC Oasis with Backyard,Manhattan,40.82167,-73.95505,strict,Entire home/apt,89.0,18.0,4,5.0
BOHO CHIC TOP-FLOOR APT! near TRENDY BEDFORD AVE!!,Brooklyn,40.71155,-73.9572,flexible,Entire home/apt,951.0,190.0,2,3.0
Private room in GREENPOINT(hosting females only),Brooklyn,40.72264,-73.9437,flexible,Private room,140.0,28.0,2,3.0
Casa Luna LGA Airport,Queens,40.76774,-73.87358,moderate,Private room,454.0,91.0,2,3.0
Super Sunny Room in Calm Bed-Stuy Apartment,Brooklyn,40.69043,-73.94288,moderate,Private room,675.0,135.0,3,2.0
Charming Room in Brooklyn Townhome,Brooklyn,40.6886,-73.96197,strict,Private room,473.0,95.0,4,1.0
Modern 1BR Apt in the Heart Of NYC,Manhattan,40.75611,-73.99387,flexible,Entire home/apt,418.0,84.0,17,5.0
APARTAMENTO EN JACKSON HGTS,Queens,40.75727,-73.88346,strict,Private room,367.0,73.0,1,3.0
Cozy Room in Classic Crown Heights,Brooklyn,40.67052,-73.95612,strict,Private room,112.0,22.0,4,3.0
Up Among the Trees 2,Brooklyn,40.69382,-73.95002,flexible,Entire home/apt,742.0,148.0,32,1.0
Cozy apartment NYC Upper Bay Unit A,Staten Island,40.64412,-74.08442,strict,Entire home/apt,540.0,108.0,23,2.0
Spacious 3 bedroom apt in Williamsburg,Brooklyn,40.70967,-73.95249,strict,Private room,922.0,184.0,8,4.0
Amazzzing City Views in Lux bldg,Manhattan,40.80156,-73.94025,strict,Private room,226.0,45.0,42,3.0
"Cozy 1 bedroom in the Upper East Side, NYC",Manhattan,40.76744,-73.95901,strict,Entire home/apt,764.0,153.0,2,3.0
"Stunning modern 1BR APT, 15min from grand central",Queens,40.74604,-73.9217,flexible,Entire home/apt,961.0,192.0,78,1.0
Quiet spacious sunny studio in Greenpoint Brooklyn,Brooklyn,40.73542,-73.9562,moderate,Entire home/apt,760.0,152.0,17,1.0
CRASH PAD  IN NYC,Queens,40.75009,-73.87799,strict,Shared room,370.0,74.0,3,3.0
Beautiful Authentic 1BR Apt with skylight near all,Brooklyn,40.68842,-73.97781,moderate,Entire home/apt,789.0,158.0,2,4.0
Private Home w/ Parking in Brooklyn,Brooklyn,40.64024,-73.96976,strict,Entire home/apt,310.0,62.0,1,5.0
Peaceful Room in Dumbo Art Loft Too,Brooklyn,40.70426,-73.98633,moderate,Private room,227.0,45.0,98,5.0
"Apartment in Tribeca, NYC Panoramic VIEWS~",Manhattan,40.721,-74.00971,flexible,Entire home/apt,555.0,111.0,13,3.0
"Cozy n brand new  Privte Bath Bklyn near F,G train",Brooklyn,40.64349,-73.98163,strict,Private room,644.0,129.0,24,5.0
Spacious room in Park Slope,Brooklyn,40.67487,-73.98459,strict,Private room,91.0,18.0,2,2.0
"Spacious 1 bedroom apt in Chinatown, NYC",Manhattan,40.71483,-73.99287,flexible,Entire home/apt,380.0,76.0,9,2.0
"A small bedroom, Lower East Side",Manhattan,40.71569,-73.99076,moderate,Private room,142.0,28.0,10,1.0
"Spacious, Private Apartment in Bed Stuy, Brooklyn",Brooklyn,40.68318,-73.91682,flexible,Entire home/apt,476.0,95.0,35,3.0
"Home For Medical Professionals - ""Magnesium""",Brooklyn,40.65876,-73.93578,moderate,Private room,916.0,183.0,3,4.0
Rare Upper East Side Furnished Studio w/ Balcony,Manhattan,40.7767,-73.94631,flexible,Entire home/apt,668.0,134.0,16,3.0
Feel like a home & few steps walking to City Mall.,Queens,40.73611,-73.86401,flexible,Private room,104.0,21.0,2,2.0
"Maison des Sirenes1,bohemian, luminous apartment",Brooklyn,40.68462,-73.93839,strict,Entire home/apt,469.0,94.0,144,4.0
2 Bedroom Times Square/Central Park |LOCATION|,Manhattan,40.75949,-73.99367,flexible,Entire home/apt,765.0,153.0,3,2.0
Private Rm/Bath in Fab Brickstone,Brooklyn,40.69099,-73.91665,flexible,Private room,610.0,122.0,8,3.0
Long Term Private ROOM close to TSq,Manhattan,40.75569,-73.99343,moderate,Private room,877.0,175.0,1,4.0
Perfectly Located Apartment in Gramercy,Manhattan,40.73975,-73.98511,flexible,Entire home/apt,651.0,130.0,3,3.0
Beautiful sunny BR in fully renovated apartment !!,Brooklyn,40.6807,-73.92917,moderate,Private room,396.0,79.0,6,4.0
"Beautifully Designed, Newly Reno- Basement Studio",Brooklyn,40.67396,-73.88076,moderate,Private room,648.0,130.0,100,2.0
Artistic! Sunny! 1BR Brownstone Apt,Brooklyn,40.68357,-73.93176,moderate,Entire home/apt,331.0,66.0,1,5.0
Big loft in Williamsburg,Brooklyn,40.70572,-73.93823,flexible,Private room,888.0,178.0,1,4.0
"Luxury Apartment close to Time Square, NYC",Manhattan,40.76155,-73.98619,moderate,Private room,635.0,127.0,10,4.0
Soho Luxury Apartment,Manhattan,40.72364,-73.99577,moderate,Entire home/apt,72.0,14.0,1,3.0
Andy's Place,Brooklyn,40.68309,-73.92909,strict,Entire home/apt,162.0,32.0,64,2.0
(3RE) Chelsea Studio Exclusively Yours,Manhattan,40.74684,-73.99207,flexible,Entire home/apt,762.0,152.0,7,5.0
Spacious park block garden studio,Manhattan,40.79804,-73.96135,strict,Entire home/apt,928.0,186.0,19,2.0
Charming Midtown West - Entire Apt,Manhattan,40.76364,-73.9898,moderate,Entire home/apt,422.0,84.0,18,1.0
"Relax, easy commute to the city",Queens,40.75382,-73.87508,strict,Private room,748.0,150.0,2,4.0
The Manhattan Club Luxury Junior Suite,Manhattan,40.76401,-73.98051,flexible,Private room,710.0,142.0,1,2.0
A room where you can find peace and rest!,Brooklyn,40.66008,-73.92122,flexible,Private room,394.0,79.0,5,3.0
"Beautiful Private Home in Bushwick, Brooklyn!",Brooklyn,40.69477,-73.93011,strict,Entire home/apt,60.0,12.0,6,4.0
Cozy Room Right Next to Prospect Park!,Brooklyn,40.64562,-73.96446,flexible,Private room,573.0,115.0,13,2.0
Amazing Quite & Cozy Room with Private Backyard!,Brooklyn,40.71345,-73.95938,strict,Private room,236.0,47.0,25,3.0
Airy Bed Sty Restoration,Brooklyn,40.68906,-73.94103,flexible,Entire home/apt,836.0,167.0,79,4.0
Beautiful 2 Bedroom Townhouse,Brooklyn,40.68205,-73.94239,strict,Entire home/apt,190.0,38.0,168,3.0
Beautiful Comfortable Apt in North Manhattan,Manhattan,40.82524,-73.94186,flexible,Entire home/apt,146.0,29.0,13,4.0
Medical Student Room B : Brooklyn Hospitals,Brooklyn,40.65312,-73.93413,flexible,Private room,354.0,71.0,5,4.0
Clean Sunny Deco Glam 1 Bdr Apt at  Forest Park.,Queens,40.6966,-73.8541,strict,Entire home/apt,307.0,61.0,23,4.0
Spacious sunny bedroom (B) - East Village,Manhattan,40.72935,-73.9871,moderate,Private room,486.0,97.0,9,5.0
Great Deal! Sunny 2 Bedroom in Greenpoint!,Brooklyn,40.73344,-73.95653,flexible,Entire home/apt,929.0,186.0,26,4.0
